time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
0.760000,3.26603607e-06,-6.54291451e-07,-3.47925371e-07,3.32929263e-09,-6.66963762e-10,-3.54663987e-10
0.765000,3.26593729e-06,-6.55213583e-07,-3.50980024e-07,3.32919194e-09,-6.67903755e-10,-3.57777802e-10
0.770000,3.26599286e-06,-6.56143353e-07,-3.54321172e-07,3.32924859e-09,-6.68851532e-10,-3.61183661e-10
0.775000,3.26615203e-06,-6.56970480e-07,-3.57752248e-07,3.32941084e-09,-6.69694679e-10,-3.64681190e-10
0.780000,3.26630106e-06,-6.57624350e-07,-3.60951941e-07,3.32956275e-09,-6.70361213e-10,-3.67942855e-10
0.785000,3.26630335e-06,-6.58135286e-07,-3.63702897e-07,3.32956509e-09,-6.70882045e-10,-3.70747091e-10
0.790000,3.26606790e-06,-6.58638756e-07,-3.66081372e-07,3.32932508e-09,-6.71395266e-10,-3.73171633e-10
0.795000,3.26562465e-06,-6.59302234e-07,-3.68437011e-07,3.32887324e-09,-6.72071594e-10,-3.75572896e-10
0.800000,3.26514380e-06,-6.60216580e-07,-3.71170369e-07,3.32838308e-09,-6.73003650e-10,-3.78359194e-10
0.805000,3.26485209e-06,-6.61331530e-07,-3.74470607e-07,3.32808571e-09,-6.74140193e-10,-3.81723351e-10
0.810000,3.26488238e-06,-6.62489689e-07,-3.78183085e-07,3.32811659e-09,-6.75320784e-10,-3.85507732e-10
0.815000,3.26516280e-06,-6.63535646e-07,-3.81884853e-07,3.32840244e-09,-6.76386999e-10,-3.89281196e-10
0.820000,3.26542981e-06,-6.64412600e-07,-3.85129970e-07,3.32867463e-09,-6.77280938e-10,-3.92589164e-10
0.825000,3.26536307e-06,-6.65172422e-07,-3.87720277e-07,3.32860660e-09,-6.78055476e-10,-3.95229640e-10
0.830000,3.26476683e-06,-6.65904208e-07,-3.89825888e-07,3.32799881e-09,-6.78801435e-10,-3.97376032e-10
0.835000,3.26370067e-06,-6.66652377e-07,-3.91877998e-07,3.32691200e-09,-6.79564095e-10,-3.99467888e-10
0.840000,3.26248534e-06,-6.67388890e-07,-3.94318378e-07,3.32567313e-09,-6.80314872e-10,-4.01955533e-10
0.845000,3.26156806e-06,-6.68046764e-07,-3.97376586e-07,3.32473808e-09,-6.80985488e-10,-4.05072973e-10
0.850000,3.26130582e-06,-6.68579616e-07,-4.00997316e-07,3.32447077e-09,-6.81528661e-10,-4.08763829e-10
0.855000,3.26178076e-06,-6.69008722e-07,-4.04922303e-07,3.32495490e-09,-6.81966077e-10,-4.12764835e-10
0.860000,3.26275585e-06,-6.69429287e-07,-4.08849536e-07,3.32594888e-09,-6.82394788e-10,-4.16768131e-10
0.865000,3.26379630e-06,-6.69963519e-07,-4.12582149e-07,3.32700948e-09,-6.82939367e-10,-4.20573036e-10
0.870000,3.26447298e-06,-6.70686790e-07,-4.16098715e-07,3.32769926e-09,-6.83676646e-10,-4.24157712e-10
0.875000,3.26452528e-06,-6.71588995e-07,-4.19504316e-07,3.32775258e-09,-6.84596326e-10,-4.27629272e-10
0.880000,3.26392617e-06,-6.72610992e-07,-4.22889712e-07,3.32714187e-09,-6.85638116e-10,-4.31080236e-10
0.885000,3.26287430e-06,-6.73722924e-07,-4.26218067e-07,3.32606963e-09,-6.86771584e-10,-4.34473055e-10
0.890000,3.26173773e-06,-6.74963031e-07,-4.29365176e-07,3.32491104e-09,-6.88035709e-10,-4.37681117e-10
0.895000,3.26092605e-06,-6.76385040e-07,-4.32302110e-07,3.32408364e-09,-6.89485260e-10,-4.40674934e-10
0.900000,3.26068968e-06,-6.77946805e-07,-4.35245972e-07,3.32384269e-09,-6.91077273e-10,-4.43675812e-10
0.905000,3.26094612e-06,-6.79445463e-07,-4.38593820e-07,3.32410409e-09,-6.92604958e-10,-4.47088501e-10
0.910000,3.26128492e-06,-6.80598872e-07,-4.42633611e-07,3.32444946e-09,-6.93780705e-10,-4.51206535e-10
0.915000,3.26120485e-06,-6.81257735e-07,-4.47245877e-07,3.32436784e-09,-6.94452329e-10,-4.55908131e-10
0.920000,3.26045160e-06,-6.81576236e-07,-4.51871334e-07,3.32360000e-09,-6.94776999e-10,-4.60623174e-10
0.925000,3.25921196e-06,-6.81950983e-07,-4.55844951e-07,3.32233635e-09,-6.95159004e-10,-4.64673752e-10
0.930000,3.25799577e-06,-6.82742469e-07,-4.58896808e-07,3.32109661e-09,-6.95965820e-10,-4.67784717e-10
0.935000,3.25727216e-06,-6.84015244e-07,-4.61427631e-07,3.32035899e-09,-6.97263246e-10,-4.70364558e-10
0.940000,3.25714414e-06,-6.85503235e-07,-4.64290386e-07,3.32022848e-09,-6.98780056e-10,-4.73282758e-10
0.945000,3.25733559e-06,-6.86775149e-07,-4.68209157e-07,3.32042364e-09,-7.00076605e-10,-4.77277428e-10
0.950000,3.25749385e-06,-6.87436475e-07,-4.73278945e-07,3.32058496e-09,-7.00750739e-10,-4.82445407e-10
0.955000,3.25751831e-06,-6.87274385e-07,-4.78901817e-07,3.32060990e-09,-7.00585510e-10,-4.88177183e-10
0.960000,3.25760985e-06,-6.86354599e-07,-4.84161971e-07,3.32070321e-09,-6.99647909e-10,-4.93539216e-10
0.965000,3.25801860e-06,-6.85062119e-07,-4.88373364e-07,3.32111987e-09,-6.98330397e-10,-4.97832175e-10
0.970000,3.25875517e-06,-6.84018913e-07,-4.91472201e-07,3.32187071e-09,-6.97266985e-10,-5.00991031e-10
0.975000,3.25954120e-06,-6.83851405e-07,-4.94028576e-07,3.32267197e-09,-6.97096234e-10,-5.03596918e-10
0.980000,3.26002287e-06,-6.84901374e-07,-4.96885916e-07,3.32316296e-09,-6.98166539e-10,-5.06509599e-10
0.985000,3.26001292e-06,-6.87043201e-07,-5.00675957e-07,3.32315282e-09,-7.00349849e-10,-5.10373045e-10
0.990000,3.25952864e-06,-6.89719706e-07,-5.05497313e-07,3.32265917e-09,-7.03078191e-10,-5.15287781e-10
0.995000,3.25865122e-06,-6.92183199e-07,-5.10895954e-07,3.32176475e-09,-7.05589398e-10,-5.20790983e-10
1.000000,3.25743515e-06,-6.93815540e-07,-5.16142673e-07,3.32052512e-09,-7.07253353e-10,-5.26139321e-10
1.005000,3.25599309e-06,-6.94365855e-07,-5.20697716e-07,3.31905513e-09,-7.07814327e-10,-5.30782586e-10
1.010000,3.25462413e-06,-6.94004960e-07,-5.24591618e-07,3.31765966e-09,-7.07446442e-10,-5.34751904e-10
1.015000,3.25377868e-06,-6.93210299e-07,-5.28390095e-07,3.31679784e-09,-7.06636390e-10,-5.38623950e-10
1.020000,3.25382491e-06,-6.92575505e-07,-5.32700466e-07,3.31684496e-09,-7.05989302e-10,-5.43017805e-10
1.025000,3.25478230e-06,-6.92622753e-07,-5.37617769e-07,3.31782090e-09,-7.06037464e-10,-5.48030346e-10
1.030000,3.25623572e-06,-6.93638687e-07,-5.42591546e-07,3.31930247e-09,-7.07073075e-10,-5.53100455e-10
1.035000,3.25753066e-06,-6.95560077e-07,-5.46822255e-07,3.32062248e-09,-7.09031679e-10,-5.57413104e-10
1.040000,3.25815622e-06,-6.97984894e-07,-5.49883853e-07,3.32126016e-09,-7.11503460e-10,-5.60533999e-10
1.045000,3.25805429e-06,-7.00355399e-07,-5.52136059e-07,3.32115625e-09,-7.13919876e-10,-5.62829826e-10
1.050000,3.25758396e-06,-7.02230353e-07,-5.54614555e-07,3.32067682e-09,-7.15831145e-10,-5.65356325e-10
1.055000,3.25711081e-06,-7.03474075e-07,-5.58392677e-07,3.32019450e-09,-7.17098955e-10,-5.69207622e-10
1.060000,3.25656901e-06,-7.04263370e-07,-5.63808671e-07,3.31964222e-09,-7.17903537e-10,-5.74728513e-10
1.065000,3.25546949e-06,-7.04969394e-07,-5.70159948e-07,3.31852140e-09,-7.18623235e-10,-5.81202801e-10
1.070000,3.25341882e-06,-7.06016687e-07,-5.76174054e-07,3.31643101e-09,-7.19690813e-10,-5.87333389e-10
1.075000,3.25064421e-06,-7.07740723e-07,-5.80919178e-07,3.31360266e-09,-7.21448239e-10,-5.92170416e-10
