time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
1.110000,1.22861216e-06,-5.19827468e-06,5.45329607e-06,1.25240791e-09,-5.29895482e-09,5.55891546e-09
1.120000,1.24904968e-06,-5.20755248e-06,5.42712101e-06,1.27324127e-09,-5.30841231e-09,5.53223344e-09
1.130000,1.26351967e-06,-5.21600001e-06,5.40142595e-06,1.28799151e-09,-5.31702346e-09,5.50604072e-09
1.140000,1.27470006e-06,-5.21591835e-06,5.36788549e-06,1.29938844e-09,-5.31694021e-09,5.47185065e-09
1.150000,1.28612407e-06,-5.20986508e-06,5.33126357e-06,1.31103371e-09,-5.31076971e-09,5.43451944e-09
1.160000,1.29535144e-06,-5.20608307e-06,5.29880849e-06,1.32043979e-09,-5.30691444e-09,5.40143577e-09
1.170000,1.30404252e-06,-5.21087865e-06,5.26576742e-06,1.32929921e-09,-5.31180291e-09,5.36775476e-09
1.180000,1.32135668e-06,-5.22000342e-06,5.22981291e-06,1.34694871e-09,-5.32110440e-09,5.33110388e-09
1.190000,1.34776570e-06,-5.22200373e-06,5.19915957e-06,1.37386922e-09,-5.32314345e-09,5.29985685e-09
1.200000,1.36788195e-06,-5.21556490e-06,5.17528894e-06,1.39437508e-09,-5.31657992e-09,5.27552390e-09
1.210000,1.37560420e-06,-5.21332892e-06,5.14746973e-06,1.40224689e-09,-5.31430063e-09,5.24716588e-09
1.220000,1.38747888e-06,-5.22200763e-06,5.11170326e-06,1.41435156e-09,-5.32314743e-09,5.21070669e-09
1.230000,1.40918180e-06,-5.23121890e-06,5.07897202e-06,1.43647483e-09,-5.33253711e-09,5.17734151e-09
1.240000,1.42027387e-06,-5.22991105e-06,5.05548939e-06,1.44778173e-09,-5.33120392e-09,5.15340407e-09
1.250000,1.41759920e-06,-5.22125168e-06,5.02916578e-06,1.44505525e-09,-5.32237684e-09,5.12657062e-09
1.260000,1.42898742e-06,-5.21596851e-06,4.98934522e-06,1.45666404e-09,-5.31699134e-09,5.08597881e-09
1.270000,1.45998753e-06,-5.22247405e-06,4.94453753e-06,1.48826456e-09,-5.32362289e-09,5.04030330e-09
1.280000,1.48092266e-06,-5.23987330e-06,4.90679492e-06,1.50960516e-09,-5.34135912e-09,5.00182969e-09
1.290000,1.48105668e-06,-5.25221304e-06,4.87691286e-06,1.50974178e-09,-5.35393786e-09,4.97136887e-09
1.300000,1.48124092e-06,-5.24560471e-06,4.85208678e-06,1.50992958e-09,-5.34720154e-09,4.94606196e-09
1.310000,1.49292307e-06,-5.23406104e-06,4.82755509e-06,1.52183799e-09,-5.33543430e-09,4.92105513e-09
1.320000,1.50787167e-06,-5.24074192e-06,4.79344830e-06,1.53707612e-09,-5.34224457e-09,4.88628777e-09
1.330000,1.51831228e-06,-5.25708039e-06,4.75046101e-06,1.54771894e-09,-5.35889948e-09,4.84246790e-09
1.340000,1.52420977e-06,-5.25794317e-06,4.71961830e-06,1.55373065e-09,-5.35977897e-09,4.81102782e-09
1.350000,1.53516702e-06,-5.24850221e-06,4.71289522e-06,1.56490012e-09,-5.35015516e-09,4.80417453e-09
1.360000,1.56793903e-06,-5.25274794e-06,4.70190016e-06,1.59830686e-09,-5.35448312e-09,4.79296653e-09
1.370000,1.62072042e-06,-5.26771627e-06,4.65272861e-06,1.65211052e-09,-5.36974135e-09,4.74284262e-09
1.380000,1.65583096e-06,-5.27189443e-06,4.58526015e-06,1.68790108e-09,-5.37400044e-09,4.67406743e-09
1.390000,1.64114515e-06,-5.26398278e-06,4.54264450e-06,1.67293083e-09,-5.36593556e-09,4.63062641e-09
1.400000,1.60779377e-06,-5.25530204e-06,4.52357838e-06,1.63893351e-09,-5.35708669e-09,4.61119100e-09
1.410000,1.61929679e-06,-5.24438701e-06,4.50761604e-06,1.65065932e-09,-5.34596026e-09,4.59491952e-09
1.420000,1.67475791e-06,-5.23324182e-06,4.49422849e-06,1.70719461e-09,-5.33459920e-09,4.58127267e-09
1.430000,1.71007323e-06,-5.23887820e-06,4.47073049e-06,1.74319392e-09,-5.34034475e-09,4.55731956e-09
1.440000,1.70735630e-06,-5.25888477e-06,4.42388661e-06,1.74042436e-09,-5.36073881e-09,4.50956841e-09
1.450000,1.70987149e-06,-5.26501095e-06,4.38644372e-06,1.74298827e-09,-5.36698363e-09,4.47140033e-09
1.460000,1.72458042e-06,-5.25209872e-06,4.37672480e-06,1.75798208e-09,-5.35382133e-09,4.46149317e-09
1.470000,1.72192833e-06,-5.24888272e-06,4.34394744e-06,1.75527862e-09,-5.35054303e-09,4.42808098e-09
1.480000,1.71642919e-06,-5.26517844e-06,4.27175474e-06,1.74967298e-09,-5.36715438e-09,4.35449005e-09
1.490000,1.73757346e-06,-5.27097505e-06,4.23441486e-06,1.77122677e-09,-5.37306325e-09,4.31642697e-09
1.500000,1.76266974e-06,-5.24963879e-06,4.25062567e-06,1.79680911e-09,-5.35131375e-09,4.33295176e-09
1.510000,1.76738330e-06,-5.23484696e-06,4.22503740e-06,1.80161397e-09,-5.33623543e-09,4.30686789e-09
1.520000,1.77801619e-06,-5.25975447e-06,4.13646761e-06,1.81245280e-09,-5.36162535e-09,4.21658268e-09
1.530000,1.81223762e-06,-5.30274132e-06,4.09776907e-06,1.84733703e-09,-5.40544477e-09,4.17713462e-09
1.540000,1.84214433e-06,-5.32091070e-06,4.12776024e-06,1.87782297e-09,-5.42396606e-09,4.20770667e-09
1.550000,1.84929203e-06,-5.30819658e-06,4.09835177e-06,1.88510910e-09,-5.41100568e-09,4.17772861e-09
1.560000,1.84666285e-06,-5.29507219e-06,3.99670872e-06,1.88242900e-09,-5.39762711e-09,4.07411694e-09
1.570000,1.84337493e-06,-5.30363608e-06,3.95857743e-06,1.87907740e-09,-5.40635686e-09,4.03524712e-09
1.580000,1.85016482e-06,-5.31770180e-06,3.98383511e-06,1.88599880e-09,-5.42069501e-09,4.06099400e-09
1.590000,1.89379029e-06,-5.31469601e-06,3.93191453e-06,1.93046921e-09,-5.41763100e-09,4.00806781e-09
1.600000,1.96647436e-06,-5.30478703e-06,3.81974895e-06,2.00456102e-09,-5.40753010e-09,3.89372981e-09
1.610000,2.00406887e-06,-5.30316435e-06,3.80201583e-06,2.04288366e-09,-5.40587600e-09,3.87565324e-09
1.620000,1.97345537e-06,-5.30807258e-06,3.86020253e-06,2.01167724e-09,-5.41087928e-09,3.93496690e-09
1.630000,1.93331036e-06,-5.31645786e-06,3.82951927e-06,1.97075470e-09,-5.41942697e-09,3.90368937e-09
1.640000,1.93603424e-06,-5.30885238e-06,3.71948066e-06,1.97353134e-09,-5.41167419e-09,3.79151953e-09
1.650000,1.92180507e-06,-5.27156232e-06,3.69039133e-06,1.95902658e-09,-5.37366190e-09,3.76186680e-09
1.660000,1.82758294e-06,-5.25432873e-06,3.73550720e-06,1.86297955e-09,-5.35609453e-09,3.80785647e-09
1.670000,1.74355615e-06,-5.29587388e-06,3.70504938e-06,1.77732533e-09,-5.39844432e-09,3.77680875e-09
1.680000,1.78538801e-06,-5.33615505e-06,3.60072576e-06,1.81996739e-09,-5.43950566e-09,3.67046459e-09
1.690000,1.88246968e-06,-5.32459924e-06,3.55399710e-06,1.91892934e-09,-5.42772603e-09,3.62283089e-09
1.700000,1.89905293e-06,-5.30922720e-06,3.58722340e-06,1.93583378e-09,-5.41205627e-09,3.65670071e-09
1.710000,1.86622525e-06,-5.32431670e-06,3.60681978e-06,1.90237029e-09,-5.42743803e-09,3.67667663e-09
1.720000,1.89486346e-06,-5.32151433e-06,3.55116684e-06,1.93156316e-09,-5.42458138e-09,3.61994581e-09
1.730000,1.97717976e-06,-5.27120217e-06,3.45940554e-06,2.01547376e-09,-5.37329477e-09,3.52640728e-09
1.740000,2.03602831e-06,-5.22129239e-06,3.42714723e-06,2.07546209e-09,-5.32241833e-09,3.49352419e-09
1.750000,2.06153485e-06,-5.22591851e-06,3.46424895e-06,2.10146264e-09,-5.32713405e-09,3.53134449e-09
1.760000,2.08429003e-06,-5.28123109e-06,3.45705676e-06,2.12465854e-09,-5.38351793e-09,3.52401301e-09
1.770000,2.08150297e-06,-5.33349037e-06,3.36603102e-06,2.12181750e-09,-5.43678937e-09,3.43122429e-09
1.780000,2.00719670e-06,-5.33217796e-06,3.30938666e-06,2.04607207e-09,-5.43545154e-09,3.37348283e-09
1.790000,1.91361313e-06,-5.29774577e-06,3.34150206e-06,1.95067598e-09,-5.40035247e-09,3.40622024e-09
1.800000,1.92260035e-06,-5.30362868e-06,3.34338921e-06,1.95983726e-09,-5.40634932e-09,3.40814394e-09
