time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
1.030000,2.04302101e-06,-5.46195521e-07,-5.21924257e-07,2.08259023e-09,-5.56774232e-10,-5.32032882e-10
1.035000,2.04438733e-06,-5.49172820e-07,-5.21051861e-07,2.08398301e-09,-5.59809194e-10,-5.31143589e-10
1.040000,2.04620089e-06,-5.51851698e-07,-5.19916065e-07,2.08583170e-09,-5.62539957e-10,-5.29985795e-10
1.045000,2.04815206e-06,-5.54296701e-07,-5.18107922e-07,2.08782065e-09,-5.65032315e-10,-5.28142632e-10
1.050000,2.05008022e-06,-5.56559421e-07,-5.15841357e-07,2.08978616e-09,-5.67338859e-10,-5.25832169e-10
1.055000,2.05204260e-06,-5.58562683e-07,-5.13798107e-07,2.09178654e-09,-5.69380920e-10,-5.23749344e-10
1.060000,2.05420774e-06,-5.60183446e-07,-5.12665958e-07,2.09399361e-09,-5.71033074e-10,-5.22595268e-10
1.065000,2.05668332e-06,-5.61481985e-07,-5.12670055e-07,2.09651714e-09,-5.72356763e-10,-5.22599444e-10
1.070000,2.05942708e-06,-5.62822821e-07,-5.13424319e-07,2.09931405e-09,-5.73723569e-10,-5.23368317e-10
1.075000,2.06228909e-06,-5.64675992e-07,-5.14225694e-07,2.10223149e-09,-5.75612632e-10,-5.24185213e-10
1.080000,2.06513282e-06,-5.67219272e-07,-5.14551082e-07,2.10513029e-09,-5.78205170e-10,-5.24516904e-10
